City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Itarantim,BR,-15.6597,-40.0656,85.14,41,57,8.41,broken clouds
345,San Juan,AR,-31.5375,-68.5364,69.73,31,96,7.2,overcast clouds
346,Nioro,GM,13.35,-15.75,79.52,87,100,6.89,overcast clouds
347,Dakar,SN,14.6937,-17.4441,81.48,81,97,10.69,overcast clouds
348,Pasrur,PK,32.2641,74.6634,80.44,68,0,3.53,clear sky
349,Saint-Pierre,RE,-21.3393,55.4781,73.56,77,0,11.5,clear sky
350,San Rafael,AR,-34.6177,-68.3301,67.98,34,77,18.19,broken clouds
351,Sokolo,ML,14.7328,-6.1219,92.19,37,69,8.81,broken clouds
352,Diego De Almagro,CL,-26.3667,-70.05,70.99,14,0,10.38,clear sky
353,Kemijarvi,FI,66.7131,27.4306,36.09,83,100,7.14,overcast clouds
354,Mitsamiouli,KM,-11.3847,43.2844,75.47,73,19,1.21,few clouds
355,Salihorsk,BY,52.7876,27.5415,49.6,98,100,2.8,overcast clouds
356,Bam,IR,29.106,58.357,79.52,11,0,7.87,clear sky
357,Brae,GB,60.3964,-1.353,51.44,87,82,11.92,broken clouds
358,Miranda,CO,3.2499,-76.2281,80.73,70,95,0.47,overcast clouds
359,Harper,LR,4.375,-7.7169,76.35,86,43,7.14,scattered clouds
360,Lorca,ES,37.6712,-1.7017,69.58,44,100,14.99,overcast clouds
361,Necochea,AR,-38.5473,-58.7368,62.17,43,100,12.19,overcast clouds
362,Hearst,CA,49.6835,-83.6665,57.79,55,94,10.27,overcast clouds
363,Bellefontaine,US,40.3612,-83.7597,64.2,60,100,12.66,overcast clouds
364,Constitucion,CL,-35.3333,-72.4167,58.24,76,66,5.03,broken clouds
365,Puerto Concordia,CO,2.6221,-72.7572,90.45,53,95,3.67,overcast clouds
366,Camabatela,AO,-8.1881,15.375,64.6,89,86,0.36,light rain
367,Lardos,GR,36.0942,28.0157,80.42,75,8,4.43,clear sky
368,Gazanjyk,TM,39.2446,55.5154,73.62,30,4,3.49,clear sky
369,York,US,40.1254,-77.0,66.78,52,20,11.5,few clouds
370,Vyshkov,RU,52.4764,31.6873,54.72,77,100,10.4,overcast clouds
371,Soledade,BR,-28.8183,-52.5103,54.18,78,100,6.26,overcast clouds
372,Marzuq,YE,14.4,46.4667,77.4,49,6,3.04,clear sky
373,Omboue,GA,-1.5746,9.2618,75.96,84,1,5.82,clear sky
374,Cacalchen,MX,20.9833,-89.2333,87.98,48,34,10.16,scattered clouds
375,Alta Floresta,BR,-9.8756,-56.0861,93.07,30,87,4.27,overcast clouds
376,Kamina,CD,-8.7386,24.9906,67.55,76,90,3.15,overcast clouds
377,Tallahassee,US,30.4383,-84.2807,79.68,49,40,18.41,scattered clouds
378,Vieux-Habitants,GP,16.0589,-61.7659,80.71,75,100,8.63,overcast clouds
379,Yining,CN,29.0361,114.5636,71.55,81,3,1.28,clear sky
380,Amapa,BR,1.0,-52.0,85.57,52,99,5.75,overcast clouds
381,Chapais,CA,49.7834,-74.8492,49.78,52,99,9.06,overcast clouds
382,Goito,IT,45.2549,10.6721,60.78,88,100,1.99,overcast clouds
383,Mazara Del Vallo,IT,37.6641,12.588,74.89,80,0,12.75,clear sky
384,San Borja,BO,-14.8167,-66.85,66.27,81,100,4.63,overcast clouds
385,Nedjo,ET,9.5046,35.5019,55.96,94,14,0.94,light rain
386,Cacoal,BR,-11.4386,-61.4472,82.6,67,100,5.93,overcast clouds
387,Taltal,CL,-25.4,-70.4833,61.03,65,23,6.82,few clouds
388,Ghanzi,BW,-21.5667,21.7833,71.22,28,5,9.51,clear sky
389,Irtyshskiy,RU,58.3333,68.1333,22.59,88,13,5.03,few clouds
390,Cabedelo,BR,-6.9811,-34.8339,79.47,74,51,12.46,broken clouds
391,Palmas De Monte Alto,BR,-14.2672,-43.1619,93.4,21,3,8.34,clear sky
392,Gravdal,NO,68.1214,13.5031,42.69,87,0,2.3,clear sky
393,Maragogi,BR,-9.0122,-35.2225,76.48,74,88,8.14,overcast clouds
394,Chipinge,ZW,-20.1883,32.6236,59.94,51,0,4.99,clear sky
395,Mercedes,AR,-34.6515,-59.4307,66.04,22,100,11.7,overcast clouds
396,Henties Bay,NA,-22.116,14.2845,56.12,93,21,3.02,few clouds
397,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.95,73,87,8.52,overcast clouds
398,Ippy,CF,6.2679,21.2247,69.24,95,96,2.91,light rain
399,Vila Velha,BR,-20.3297,-40.2925,73.35,91,75,12.66,broken clouds
400,Chapleau,CA,47.8405,-83.4034,59.09,44,20,9.22,few clouds
401,Torbat-E Jam,IR,35.244,60.6225,71.08,22,0,4.23,clear sky
402,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,83,75,14.97,broken clouds
403,Wilmington,US,34.2257,-77.9447,66.9,75,100,17.27,light rain
404,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,68,40,16.11,scattered clouds
405,San Andres,CO,12.5847,-81.7006,83.34,72,21,4.32,few clouds
406,Iquitos,PE,-3.7481,-73.2472,95.04,52,40,8.05,scattered clouds
407,Ayagoz,KZ,47.9714,80.4392,24.13,62,7,10.22,clear sky
408,Podgornoye,RU,51.735,39.1496,50.22,100,100,2.24,fog
409,La Sarre,CA,48.8002,-79.1996,58.03,41,22,10.87,few clouds
410,Bonfim,BR,3.0833,-59.95,79.81,77,100,9.22,light rain
411,Taoudenni,ML,22.6783,-3.9836,95.99,13,0,10.78,clear sky
412,Sol-Iletsk,RU,51.1631,54.9918,54.73,67,97,18.52,overcast clouds
413,Maraba,BR,-5.3686,-49.1178,96.98,36,20,11.5,few clouds
414,Venado Tuerto,AR,-33.7456,-61.9688,67.77,17,99,8.95,overcast clouds
415,Lincoln,US,40.8,-96.667,79.14,40,0,16.11,clear sky
416,Borba,BR,-4.3878,-59.5939,100.36,25,96,6.29,overcast clouds
417,Lukovetskiy,RU,64.2956,41.9211,34.18,92,100,9.4,overcast clouds
418,Inta,RU,66.0317,60.1659,27.81,73,13,6.04,few clouds
419,Sinnamary,GF,5.3833,-52.95,81.41,81,53,13.0,broken clouds
420,Loubomo,CG,-4.1997,12.6739,76.21,73,39,4.32,scattered clouds
421,Jesup,US,31.6074,-81.8854,69.73,52,75,21.85,broken clouds
422,Abu Kamal,SY,34.4506,40.9171,82.53,37,0,11.14,clear sky
423,Nanga Eboko,CM,4.6833,12.3667,67.89,97,29,0.72,scattered clouds
424,Fereydun Kenar,IR,36.6864,52.5225,75.04,85,38,8.61,scattered clouds
425,Alberton,CA,46.8168,-64.0654,57.11,68,36,12.35,scattered clouds
426,Abu Samrah,SY,35.3029,37.1841,73.27,66,0,7.99,clear sky
427,Yabelo,ET,4.8833,38.0833,65.52,50,94,10.89,overcast clouds
428,Itarema,BR,-2.9248,-39.9167,80.15,72,48,17.02,scattered clouds
429,Awbari,LY,26.5921,12.7805,90.81,13,59,8.21,broken clouds
430,Cordoba,AR,-31.4135,-64.1811,69.76,35,0,8.05,light rain
431,Jalu,LY,29.0331,21.5482,92.46,14,0,6.69,clear sky
432,Barcelos,PT,41.5388,-8.6151,61.92,86,0,8.95,clear sky
433,Ugoofaaru,MV,5.6667,73.0,80.89,76,83,10.25,broken clouds
434,Hambantota,LK,6.1241,81.1185,79.39,82,99,18.68,overcast clouds
435,Potsdam,DE,52.3989,13.0657,52.29,62,98,4.07,overcast clouds
436,Garowe,SO,8.4054,48.4845,79.61,60,100,13.47,moderate rain
437,Banihal,IN,33.4167,75.2,61.84,69,0,2.04,clear sky
438,Diffa,NE,13.3154,12.6113,83.77,55,36,8.16,light rain
439,Isla Mujeres,MX,21.2311,-86.731,82.45,70,35,15.99,scattered clouds
440,Mahajanga,MG,-15.7167,46.3167,69.82,83,20,2.3,few clouds
441,Salalah,OM,17.0151,54.0924,80.69,83,75,4.61,broken clouds
442,Tete,MZ,-16.1564,33.5867,84.29,37,0,10.36,clear sky
443,Ladson,US,32.9857,-80.1098,66.2,72,100,23.02,overcast clouds
444,Ellsworth,US,44.5434,-68.4195,64.26,58,100,9.22,overcast clouds
445,Atbasar,KZ,51.8,68.3333,29.23,53,6,6.98,clear sky
446,Ankara,TR,39.9199,32.8543,69.21,65,0,3.44,clear sky
447,Dioknisi,GE,41.6293,42.3917,57.81,69,20,1.39,few clouds
448,Aragarcas,BR,-15.8975,-52.2508,94.6,29,92,6.42,overcast clouds
449,Havelock,US,34.8791,-76.9013,69.76,77,100,5.99,overcast clouds
450,Rey Bouba,CM,8.6724,14.1786,74.3,88,100,2.77,overcast clouds
451,Shilovo,RU,54.3204,40.874,52.83,90,100,6.31,overcast clouds
452,Lodwar,KE,3.1191,35.5973,88.3,30,100,9.71,overcast clouds
453,Esna,EG,25.2934,32.554,91.18,15,0,5.73,clear sky
454,Acopiara,BR,-6.0953,-39.4525,93.25,22,76,4.43,broken clouds
455,Midland,US,31.9974,-102.0779,88.05,26,0,8.05,clear sky
456,Pangody,RU,65.85,74.4859,30.99,74,99,5.61,overcast clouds
457,Tibati,CM,6.4667,12.6333,65.95,96,29,1.5,scattered clouds
458,Manavgat,TR,36.7867,31.4431,75.78,75,0,3.74,clear sky
459,Tiruvannamalai,IN,12.2167,79.0667,78.39,75,100,2.08,overcast clouds
460,Gboko,NG,7.3179,8.9951,75.61,79,10,2.91,clear sky
461,Kudahuvadhoo,MV,2.6708,72.8944,78.35,83,100,21.65,overcast clouds
462,Gemena,CD,3.25,19.7667,69.58,96,76,1.28,broken clouds
463,Mkushi,ZM,-13.6202,29.3939,68.34,40,0,9.4,clear sky
464,Prainha,BR,-1.8,-53.48,93.83,37,94,4.59,overcast clouds
465,Julio De Castilhos,BR,-29.2269,-53.6817,53.42,89,100,12.84,overcast clouds
466,Dharchula,IN,29.85,80.5333,63.41,79,0,5.44,clear sky
467,Diez,DE,50.3667,8.0167,50.05,88,27,0.63,scattered clouds
468,Soma,TR,39.1855,27.6094,68.95,76,0,1.07,clear sky
469,Larsnes,NO,62.2028,5.5773,53.01,75,52,5.5,broken clouds
470,Yar-Sale,RU,66.8333,70.8333,32.25,70,100,2.66,overcast clouds
471,Valparaiso,CL,-33.0393,-71.6273,61.0,94,100,5.75,mist
472,Madras,IN,13.0878,80.2785,82.38,78,75,3.44,mist
473,Nieuw Amsterdam,SR,5.8833,-55.0833,93.36,49,40,6.91,scattered clouds
474,Rio Maior,PT,39.3373,-8.9391,62.44,86,1,5.01,clear sky
475,Thompson,CA,55.7435,-97.8558,57.36,62,75,8.05,broken clouds
476,Oranjemund,NA,-28.55,16.4333,56.62,93,3,7.23,clear sky
477,Houma,US,29.5958,-90.7195,75.99,44,0,17.27,clear sky
478,San Julian,MX,21.0167,-102.1667,71.71,34,7,6.02,clear sky
479,Pangnirtung,CA,66.1451,-65.7125,34.23,65,100,4.16,overcast clouds
480,Uyuni,BO,-20.4597,-66.825,55.45,6,0,28.66,clear sky
481,Dwarka,IN,22.2394,68.9678,80.19,70,48,7.43,scattered clouds
482,Gulu,UG,2.7746,32.299,65.26,87,84,3.51,light rain
483,Bykovo,RU,55.6361,38.0803,50.41,100,100,4.47,fog
484,Santarem,BR,-2.4431,-54.7083,89.73,62,20,11.5,few clouds
485,Upata,VE,8.0086,-62.3989,87.19,73,89,0.47,overcast clouds
486,San Pedro De Macoris,DO,18.4616,-69.2972,87.93,72,82,6.82,broken clouds
487,Kampene,CD,-3.6,26.6667,64.94,98,100,1.45,light rain
488,Jumla,NP,29.2747,82.1838,52.02,85,6,4.27,clear sky
489,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,68,75,2.91,broken clouds
490,Macau,MO,22.2006,113.5461,80.4,89,40,13.8,scattered clouds
491,Olinda,BR,-8.0089,-34.8553,80.33,65,20,8.05,few clouds
492,Placido De Castro,BR,-10.3353,-67.1856,74.88,95,83,8.46,broken clouds
493,Palaikastron,GR,35.2,26.25,78.24,66,8,4.94,clear sky
494,Liepaja,LV,56.5419,21.0367,46.38,100,75,3.44,broken clouds
495,Balkanabat,TM,39.5108,54.3671,75.85,48,1,4.9,clear sky
496,Cururupu,BR,-1.8283,-44.8683,83.34,64,76,6.22,broken clouds
497,Morondava,MG,-20.2833,44.2833,75.61,82,2,10.2,clear sky
498,Togur,RU,58.3631,82.8265,32.49,94,100,12.39,light snow
499,Harbour Breton,CA,47.4833,-55.7983,55.29,89,100,13.62,overcast clouds
500,Hualmay,PE,-11.0964,-77.6139,65.97,70,6,12.26,clear sky
501,Takoradi,GH,4.8845,-1.7554,75.4,88,5,7.0,clear sky
502,Serebryansk,KZ,49.6925,83.2892,22.78,90,9,6.42,clear sky
503,Najran,SA,17.4924,44.1277,74.05,17,66,1.28,broken clouds
504,Svetlyy,RU,54.675,20.1347,48.96,80,55,7.49,broken clouds
505,Yegorlykskaya,RU,46.5656,40.6562,64.72,67,8,2.33,clear sky
506,Spokoynaya,RU,44.2468,41.4015,57.7,87,2,4.12,clear sky
507,Herat,AF,34.5,62.0,69.53,19,0,7.83,clear sky
508,Chokwe,MZ,-24.5333,32.9833,73.26,67,0,6.58,clear sky
509,Baracoa,CU,20.3467,-74.4958,83.35,75,100,3.02,overcast clouds
510,Tucurui,BR,-3.7661,-49.6725,93.94,34,84,2.8,broken clouds
511,Waddan,LY,29.1614,16.139,88.56,34,51,10.69,broken clouds
512,Nalut,LY,30.3333,10.85,82.98,22,0,10.33,clear sky
513,Trapani,IT,37.8333,12.6667,73.24,83,0,8.05,clear sky
514,Nouakchott,MR,18.0858,-15.9785,87.73,82,89,13.94,overcast clouds
515,South River,US,40.4465,-74.386,70.18,51,100,4.0,overcast clouds
516,Maceio,BR,-9.6658,-35.7353,78.24,73,0,11.5,clear sky
517,Antofagasta,CL,-23.65,-70.4,60.08,70,27,9.28,scattered clouds
518,Teteven,BG,42.9167,24.2667,64.83,67,96,3.74,light rain
519,Jiwani,PK,25.05,61.7417,79.0,76,0,6.49,clear sky
520,Turukhansk,RU,65.8167,87.9833,23.61,88,100,6.11,overcast clouds
521,Kasangulu,CD,-4.5911,15.1708,76.3,69,31,2.55,light rain
522,Navashino,RU,55.5292,42.2003,55.29,88,100,4.52,overcast clouds
523,Shelburne,CA,44.0787,-80.2041,62.24,51,1,5.48,clear sky
524,Manoel Urbano,BR,-8.8389,-69.2597,79.81,72,84,4.03,light rain
525,Idlib,SY,35.9306,36.6339,70.81,77,0,7.99,clear sky
526,Kesinga,IN,20.2,83.2333,76.96,90,100,1.25,overcast clouds
527,Plettenberg Bay,ZA,-34.0527,23.3716,60.55,93,99,5.12,overcast clouds
528,Menongue,AO,-14.6585,17.691,75.67,28,95,3.94,overcast clouds
529,Awjilah,LY,29.1081,21.2869,92.43,14,0,7.29,clear sky
530,Catamarca,AR,-28.4696,-65.7852,71.06,50,76,1.01,broken clouds
531,Peru,US,40.7537,-86.0689,67.59,52,0,4.61,clear sky
532,Ritchie,ZA,-29.038,24.6028,78.01,24,1,10.69,clear sky
533,Nouadhibou,MR,20.931,-17.0347,78.78,65,43,13.8,scattered clouds
534,Joshimath,IN,30.5667,79.5667,62.22,82,49,2.39,scattered clouds
535,Lindi,TZ,-10.0,39.7167,71.29,84,99,3.94,overcast clouds
536,Cap Malheureux,MU,-19.9842,57.6142,67.46,78,2,1.99,moderate rain
537,Marsaxlokk,MT,35.8419,14.5431,77.07,69,20,4.61,few clouds
538,Gao,ML,16.6362,1.637,95.67,25,9,7.94,clear sky
539,Concarneau,FR,47.875,-3.9225,54.39,84,0,9.57,clear sky
540,Kirkwall,GB,58.9848,-2.9587,51.96,87,72,10.36,broken clouds
541,Luau,AO,-10.7073,22.2247,68.58,67,57,1.79,broken clouds
542,Renfrew,GB,55.872,-4.3925,55.33,92,20,2.3,few clouds
543,Maniitsoq,GL,65.4167,-52.9,37.92,97,100,13.67,light rain
544,Padang,ID,-0.9492,100.3543,76.69,85,100,4.63,overcast clouds
545,Strezhevoy,RU,60.7333,77.5889,25.25,81,25,7.05,scattered clouds
546,Moen,NO,69.1304,18.6123,48.92,61,75,8.05,broken clouds
547,Rena,NO,61.1348,11.3641,40.06,92,78,1.19,broken clouds
548,Goderich,CA,43.7501,-81.7165,57.52,58,0,6.91,clear sky
549,Synya,RU,65.3718,58.0387,25.99,78,13,4.63,few clouds
550,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,15,0,11.5,clear sky
551,Puerto Narino,CO,-3.7703,-70.3831,91.29,49,80,2.59,broken clouds
552,Bud,US,39.447,-86.1758,69.91,55,0,8.86,clear sky
553,Ikom,NG,5.9667,8.7063,73.8,97,94,2.75,moderate rain
554,Bjelovar,HR,45.8986,16.8489,56.52,97,100,2.39,overcast clouds
555,Dhadar,IN,28.3305,75.0632,83.08,44,0,7.16,clear sky
556,Namsos,NO,64.4662,11.4957,50.05,71,0,4.61,clear sky
557,Zlobin,HR,45.2924,14.6541,53.67,91,75,5.75,heavy intensity rain
558,Columbia,US,34.0007,-81.0348,67.64,53,100,17.27,overcast clouds
559,Emba,KZ,48.8264,58.1442,51.62,34,100,15.97,overcast clouds
560,Tabuk,PH,17.4189,121.4443,73.38,91,93,2.44,overcast clouds
561,Sychevka,RU,55.8252,34.2736,52.32,77,100,12.95,overcast clouds
562,Lake City,US,30.1897,-82.6393,73.65,56,100,14.97,overcast clouds
563,Bokoro,TD,12.3807,17.0568,81.61,63,10,4.18,clear sky
564,Faaborg,DK,55.0951,10.2423,53.6,87,26,7.49,scattered clouds
565,Bamako,ML,12.65,-8.0,81.01,83,20,0.0,few clouds
566,Dalvik,IS,65.9702,-18.5286,48.13,86,100,5.79,overcast clouds
567,Ouahigouya,BF,13.5828,-2.4216,86.09,49,5,8.72,clear sky
568,Baijiantan,CN,45.6333,85.1833,52.77,47,100,17.98,overcast clouds
569,Castro-Urdiales,ES,43.3829,-3.2204,61.02,73,55,13.76,broken clouds
570,Mazsalaca,LV,57.8633,25.0547,41.83,93,96,3.27,overcast clouds
571,Dasoguz,TM,41.8363,59.9666,64.35,29,0,11.5,clear sky
572,Chagoda,RU,59.164,35.3285,43.29,97,100,6.29,light rain
573,Arona,ES,28.0996,-16.681,66.72,82,75,4.61,broken clouds
574,Taylorville,US,39.5489,-89.2945,66.92,37,0,6.91,clear sky
575,Envira,BR,-7.3,-70.2167,93.97,38,75,3.0,broken clouds
576,Westonaria,ZA,-26.3191,27.6486,68.07,39,0,8.79,clear sky
577,Benguela,AO,-12.5763,13.4055,73.78,86,97,4.43,overcast clouds
578,Khokhryaki,RU,56.9156,53.3221,37.06,95,100,1.99,moderate rain
579,Vuktyl,RU,63.8567,57.3094,27.52,74,3,6.31,clear sky
580,Thinadhoo,MV,0.5333,72.9333,79.93,77,100,9.19,overcast clouds
581,Bonavista,CA,48.6499,-53.1147,55.17,90,100,7.38,light rain
582,Ceyhan,TR,37.0247,35.8175,75.04,79,0,1.34,clear sky
583,Gobabis,NA,-22.45,18.9667,72.46,23,6,13.53,clear sky
584,Uarini,BR,-2.99,-65.1083,95.92,37,100,3.33,overcast clouds
585,Beisfjord,NO,68.3751,17.5988,50.05,83,18,7.58,few clouds
586,Narasannapeta,IN,18.4167,84.05,78.19,89,100,5.41,overcast clouds
587,Ayabaca,PE,-4.6398,-79.7149,61.72,48,63,7.38,broken clouds
588,Grand-Santi,GF,4.25,-54.3833,94.35,38,87,1.97,overcast clouds
589,Koulamoutou,GA,-1.1303,12.4736,70.83,98,82,0.81,moderate rain
590,Banamba,ML,13.55,-7.45,82.09,55,97,7.94,overcast clouds
591,Lucea,JM,18.451,-78.1736,84.06,77,100,5.79,overcast clouds
592,Veraval,IN,20.9,70.3667,78.76,79,8,9.33,clear sky
593,Bandundu,CD,-3.3167,17.3667,75.07,82,11,3.58,few clouds
594,Ourossogui,SN,15.6064,-13.3211,93.81,46,100,4.45,overcast clouds
595,Golpayegan,IR,33.4537,50.2884,67.44,14,0,3.27,clear sky
596,Chake Chake,TZ,-5.2459,39.7666,74.46,78,48,11.7,scattered clouds
597,Lambarene,GA,-0.7001,10.2406,77.13,80,82,2.84,broken clouds
598,Wagar,SD,16.1525,36.2032,93.58,28,67,8.16,broken clouds
599,Acarau,BR,-2.8856,-40.12,80.76,71,36,18.39,scattered clouds
600,Igrim,RU,63.1906,64.4162,26.22,81,36,2.39,scattered clouds
601,Vologda,RU,59.2187,39.8886,39.69,97,100,6.29,light rain
602,Treuchtlingen,DE,48.95,10.9167,48.38,93,100,1.72,overcast clouds
603,Yarensk,RU,62.1675,49.0916,31.46,92,100,8.77,snow
604,Ampanihy,MG,-24.7,44.75,66.45,68,0,6.24,clear sky
605,Impfondo,CG,1.6381,18.0667,72.79,80,35,0.92,scattered clouds
606,Bulawayo,ZW,-20.15,28.5833,65.97,40,0,10.45,clear sky
607,Treinta Y Tres,UY,-33.2333,-54.3833,60.06,62,100,10.92,overcast clouds
608,Tazovskiy,RU,67.4667,78.7,32.97,76,100,9.19,overcast clouds
609,Honningsvag,NO,70.9821,25.9704,44.35,81,0,11.5,clear sky
610,Lima,PE,-12.0432,-77.0282,62.85,63,0,10.36,clear sky
611,Aketi,CD,2.7388,23.7833,70.3,89,99,1.3,overcast clouds
612,Sawakin,SD,19.1059,37.3321,86.43,55,3,7.27,clear sky
613,Sao Bento,BR,-6.2833,-37.75,89.74,23,86,6.04,overcast clouds
614,Bela Vista Do Paraiso,BR,-22.9967,-51.1906,72.64,75,100,12.01,overcast clouds
615,Molina,CL,-35.1167,-71.2833,56.93,77,100,5.75,haze
616,Campoverde,PE,-8.4753,-74.8058,96.49,36,97,4.32,overcast clouds
617,Landerneau,FR,48.4525,-4.2525,57.78,100,20,4.61,mist
618,Tabou,CI,4.423,-7.3528,76.03,87,20,6.26,few clouds
619,Bafq,IR,31.6128,55.4107,78.08,14,0,1.72,clear sky
620,Umm Lajj,SA,25.0213,37.2685,85.48,55,0,7.43,clear sky
621,Iquique,CL,-20.2208,-70.1431,60.84,67,5,8.61,clear sky
622,Pedernales,DO,18.0384,-71.744,83.1,70,7,4.99,clear sky
623,Neuquen,AR,-38.9516,-68.0591,80.49,21,0,16.11,clear sky
624,Krasnoselkup,RU,65.7,82.4667,25.74,88,38,8.25,scattered clouds
625,Santa Rosa,PH,14.3122,121.1114,79.11,91,65,5.93,broken clouds
626,Kisarawe,TZ,-6.9,39.0667,70.02,85,96,7.78,overcast clouds
627,Marechal Deodoro,BR,-9.7103,-35.895,78.21,71,89,8.03,overcast clouds
628,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,58.51,63,99,9.62,overcast clouds
629,Manosque,FR,43.8288,5.7869,57.56,65,96,5.23,overcast clouds
630,Ribeira Brava,PT,32.65,-17.0667,72.23,80,37,4.32,scattered clouds
631,Sechura,PE,-5.5569,-80.8222,76.78,54,13,16.62,few clouds
632,Santiago Del Estero,AR,-27.7951,-64.2615,76.46,25,34,6.22,scattered clouds
633,Straumen,NO,63.8709,11.2999,46.4,73,58,4.27,broken clouds
634,Segou,ML,13.4317,-6.2157,84.51,53,97,7.25,overcast clouds
635,Sabha,LY,27.0377,14.4283,91.18,11,8,10.2,clear sky
636,Springs,ZA,-26.25,28.4,67.66,64,0,8.03,clear sky
637,Saverne,FR,48.8333,7.25,48.33,89,96,1.39,overcast clouds
638,Bosaso,SO,11.2842,49.1816,86.36,64,8,3.47,clear sky
639,Ostersund,SE,63.1792,14.6357,43.25,100,75,2.3,broken clouds
640,Kapoeta,SS,4.7717,33.5903,82.13,49,99,3.78,overcast clouds
641,Senador Jose Porfirio,BR,-2.5908,-51.9542,90.03,49,93,0.83,overcast clouds
642,Inirida,CO,3.8653,-67.9239,92.93,46,100,3.04,overcast clouds
643,Villa Carlos Paz,AR,-31.4241,-64.4978,66.4,29,100,7.0,light rain
644,Barmer,IN,25.75,71.3833,83.82,52,21,11.23,few clouds
645,Elat,IL,29.5581,34.9482,87.64,30,0,11.5,clear sky
646,Livingston,GB,55.9029,-3.5226,52.11,90,0,2.3,clear sky
647,Makungu,TZ,-8.7333,35.2833,63.59,57,100,3.6,overcast clouds
648,Turkistan,KZ,43.0,68.0,61.54,30,100,13.31,overcast clouds
649,Gainesville,US,29.6516,-82.3248,70.68,68,100,16.11,overcast clouds
650,Amilly,FR,47.9728,2.7719,50.14,73,84,4.47,broken clouds
651,Moyale,KE,3.5167,39.0584,75.52,39,90,6.55,overcast clouds
652,Karpogory,RU,64.0019,44.4451,33.04,94,100,10.36,overcast clouds
653,Siniscola,IT,40.5719,9.6922,63.95,85,31,6.8,scattered clouds
654,Leningradskiy,RU,69.3833,178.4167,19.69,77,54,7.56,broken clouds
655,Landeck,AT,47.1301,10.5636,48.94,100,100,1.99,overcast clouds
656,Hendek,TR,40.7994,30.7481,68.7,54,0,4.16,clear sky
657,Aspindza,GE,41.5739,43.2483,57.09,71,6,2.21,clear sky
658,Nguruka,TZ,-5.1092,31.0419,74.82,35,64,3.0,broken clouds
659,Raga,SS,8.4596,25.678,70.38,94,75,4.5,broken clouds
660,Eregli,TR,37.5133,34.0467,70.05,46,9,3.27,clear sky
661,Semnan,IR,35.5729,53.3971,76.08,15,0,3.85,clear sky
662,Rognedino,RU,53.8015,33.5576,47.5,88,100,7.29,overcast clouds
663,Mollendo,PE,-17.0231,-72.0147,62.91,73,0,9.51,clear sky
664,Iranshahr,IR,27.2025,60.6848,84.54,39,0,0.0,clear sky
665,Jibuti,DJ,11.5,42.5,82.72,58,3,9.62,clear sky
666,Praia,CV,14.9215,-23.5087,81.14,78,20,11.5,few clouds
667,Quba,AZ,41.3626,48.5152,62.78,64,37,6.82,scattered clouds
668,Weligama,LK,5.9667,80.4167,77.65,87,100,11.21,overcast clouds
669,Bali,ID,-8.5,115.0,77.97,89,100,1.43,overcast clouds
670,Kayunga,UG,0.7025,32.8886,63.09,96,91,2.28,overcast clouds
671,Ilo,PE,-17.6394,-71.3375,63.46,72,0,8.05,clear sky
672,Vitkov,CZ,49.7744,17.7494,48.04,87,100,5.14,overcast clouds
673,San Carlos,VE,9.6612,-68.5827,82.24,82,100,1.86,overcast clouds
674,Pachino,IT,36.7186,15.0907,74.43,69,0,6.73,clear sky
675,Camenca,MD,48.0319,28.6978,64.65,81,99,4.52,overcast clouds
676,Sokoni,TZ,-6.4333,39.55,75.99,77,64,17.02,broken clouds
677,Sirsa,IN,29.5333,75.0167,80.02,56,0,5.77,clear sky
678,Vila Franca Do Campo,PT,37.7167,-25.4333,71.2,70,88,3.74,overcast clouds
679,Karlshamn,SE,56.1706,14.8619,48.9,85,97,5.55,overcast clouds
680,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,94.5,39,98,4.14,overcast clouds
681,Karaton,ID,-6.3424,106.1045,73.74,91,99,1.59,overcast clouds
682,Matara,LK,5.9485,80.5353,77.41,87,100,11.1,overcast clouds
683,Schruns,AT,47.0709,9.9475,40.51,100,100,2.17,overcast clouds
684,Colquechaca,BO,-18.6667,-66.0167,49.69,9,3,19.3,clear sky
685,Piacabucu,BR,-10.4056,-36.4344,76.37,72,15,8.7,few clouds
686,Polyarnyy,RU,69.1989,33.4478,36.19,60,5,9.31,clear sky
687,Colares,PT,38.7992,-9.4469,64.08,88,0,21.0,clear sky
688,Ancud,CL,-41.8697,-73.8203,52.9,77,100,6.67,overcast clouds
689,Zawiercie,PL,50.4877,19.4168,47.44,97,95,4.0,overcast clouds
690,Monterotondo,IT,42.0525,12.6187,64.62,87,99,5.99,overcast clouds
691,Igarka,RU,67.4667,86.5833,26.91,95,85,9.86,overcast clouds
692,Kyzyl-Suu,KG,42.3414,78.0056,52.0,52,100,5.06,overcast clouds
693,Rio Gallegos,AR,-51.6226,-69.2181,51.85,82,100,14.97,light rain
694,Issia,CI,6.4922,-6.5856,71.87,98,100,1.92,light rain
